Original Title,Generated Title,BLEU Score,ROUGE-1 Score,ROUGE-2 Score,ROUGE-L Score,Cosine Similarity
Multi-Agent Submodular Optimization,Multivariate Submodular Optimization,1.133422688662942e-154,0.6666666616666668,0.4999999950000001,0.6666666616666668,0.4112070550676187
"Grand Challenges in Resilience: Autonomous System Resilience through
  Design and Runtime Measures","Challenges in Community Resilience Planning and Opportunities with
  Simulation Modeling",5.607479438626032e-155,0.36363635867768596,0.09999999505000023,0.36363635867768596,0.27517648516869636
Assessing Capsule Networks With Biased Data,"Improving the Robustness of Capsule Networks to Image Affine
  Transformations",5.7592918561109494e-155,0.24999999531250006,0.14285713826530627,0.24999999531250006,0.1506401849870651
Kempe's Universality Theorem for Rational Space Curves,"Permanence of Weakly Reversible Mass-Action Systems with a Single
  Linkage Class",0.0,0.0,0.0,0.0,0.0
Essentially Optimal Sparse Polynomial Multiplication,"Iterative Channel Estimation Using LSE and Sparse Message Passing for
  MmWave MIMO Systems",9.594503055152632e-232,0.11111110709876558,0.0,0.11111110709876558,0.06743557494279505
Index Characterization for Free Boundary Minimal Surfaces,"Why boundary conditions do not generally determine the universality
  class for boundary critical behavior",9.418382295637229e-232,0.09999999545000023,0.0,0.09999999545000023,0.1683780725300869
"The Guarded Lambda-Calculus: Programming and Reasoning with Guarded
  Recursion for Coinductive Types",The Vectorial $\lambda$-Calculus,6.891988818303256e-233,0.14285713948979603,0.0,0.14285713948979603,0.26026883495673114
Canonical extensions and ultraproducts of polarities,Proceedings ML Family / OCaml Users and Developers workshops,1.0518351895246305e-231,0.1333333285333335,0.0,0.1333333285333335,0.0787446034559451
"Why do deep convolutional networks generalize so poorly to small image
  transformations?","Deep Learning for Target Classification from SAR Imagery: Data
  Augmentation and Translation Invariance",0.0,0.0,0.0,0.0,0.04220166890638128
"Polynomial Neural Networks and Taylor maps for Dynamical Systems
  Simulation and Learning",Approximate Probabilistic Neural Networks with Gated Threshold Logic,3.933104331884331e-155,0.21052631091412755,0.11111110635802489,0.21052631091412755,0.10599213135093251
"MagNI: A Magnetoelectrically Powered and Controlled Wireless
  Neurostimulating Implant",Proceedings ML Family / OCaml Users and Developers workshops,1.0518351895246305e-231,0.11111110611111134,0.0,0.11111110611111134,0.06744304769296748
"Investigation of NOx in piloted stabilized methane-air diffusion flames
  using Finite-rate and Infinitely-fast chemistry based combustion models",Proceedings ML Family / OCaml Users and Developers workshops,4.324223740015325e-232,0.07692307239644997,0.0,0.07692307239644997,0.04183711217318289
On the Duality and File Size Hierarchy of Fractional Repetition Codes,"Linear Programming Bounds for Entanglement-Assisted Quantum
  Error-Correcting Codes by Split Weight Enumerators",9.788429383461836e-232,0.08695651674858251,0.0,0.08695651674858251,0.04249803280195218
"Infrared-to-violet tunable optical activity in atomic films of GaSe,
  InSe, and their heterostructures","Unveiling the electrical and thermoelectric properties of highly
  degenerate indium selenide thin films: Indication of In3Se4 phase",1.0669733992029681e-231,0.13793102953626654,0.0,0.0689655122948874,0.13752575314878607
"Predicted Extension of the Sagittarius Stream to the Milky Way Virial
  Radius",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
A note on APN permutations in even dimension,On Equivalence of Known Families of APN Functions in Small Dimensions,1.1896457329133973e-231,0.22222221728395072,0.0,0.22222221728395072,0.1904842771117607
A note on Purcell's basic explanation of magnetic forces,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Metastability as a coexistence mechanism in a model for dryland
  vegetation patterns","Impact of Interparticle Interaction on Thermodynamics of Nano-Channel
  Transport of Two Species",0.0,0.0,0.0,0.0,0.0
"Effect of Cloud Based Learning Management System on The Learning
  Management System Implementation Process: Faculty and Student Perspectives","How to Survive a Learning Management System (LMS) Implementation? A
  Stakeholder Analysis Approach",2.0216606611556375e-78,0.21428570931122462,0.1481481432098767,0.21428570931122462,0.2813267129013163
Predicting the speed of epidemics spreading on networks,STAND: A Spatio-Temporal Algorithm for Network Diffusion Simulation,0.0,0.0,0.0,0.0,0.0
"Structure retrieval from 4D-STEM: statistical analysis of potential
  pitfalls in high-dimensional data",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"A Unified NMPC Scheme for MAVs Navigation with 3D Collision Avoidance
  under Position Uncertainty","Nonlinear MPC for Collision Avoidance and Controlof UAVs With Dynamic
  Obstacles",4.6148799560977726e-155,0.23999999507200007,0.08695651682419688,0.23999999507200007,0.20300559411092822
"Challenges in Translation of Emotions in Multilingual User-Generated
  Content: Twitter as a Case Study",Emotion in Reinforcement Learning Agents and Robots: A Survey,6.034940380417626e-232,0.09090908607438043,0.0,0.09090908607438043,0.0986796179798696
A Dual-Port 8-T CAM-Based Network Intrusion Detection Engine for IoT,Non-linear Pattern Matching with Backtracking for Non-free Data Types,9.412234823955334e-232,0.1052631529085875,0.0,0.1052631529085875,0.046429278733534224
Cold ion chemistry,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Theoretical Bounds and Constructions of Codes in the Generalized Cayley
  Metric",Proceedings ML Family / OCaml Users and Developers workshops,8.422437779564611e-232,0.09999999505000023,0.0,0.09999999505000023,0.05700655341923561
"Contour location via entropy reduction leveraging multiple information
  sources","A Weighted Superposition of Functional Contours Model for Modelling
  Contextual Prominence of Elementary Prosodic Contours",0.0,0.0,0.0,0.0,0.0
Graph Aggregation,Journal ranking should depend on the level of aggregation,0.0,0.0,0.0,0.0,0.1414305679255449
"A SDN/OpenFlow Framework for Dynamic Resource Allocation based on
  Bandwidth Allocation Model","A Survey on Software Defined Networking: Architecture for Next
  Generation Network",1.2021513525930774e-231,0.2727272677272728,0.0,0.18181817681818196,0.09349477497536718
More Efficient Estimation for Logistic Regression with Optimal Subsample,"Subsampling scaling: a theory about inference from partly observed
  systems",0.0,0.0,0.0,0.0,0.0
"RGB2Hands: Real-Time Tracking of 3D Hand Interactions from Monocular RGB
  Video","Robust, Occlusion-aware Pose Estimation for Objects Grasped by Adaptive
  Hands",0.0,0.0,0.0,0.0,0.0
Hardware-Centric AutoML for Mixed-Precision Quantization,Data-Free Quantization Through Weight Equalization and Bias Correction,1.0832677820940877e-231,0.1538461491124262,0.0,0.1538461491124262,0.06804963087832473
Fragility of Fermi arcs in Dirac semimetals,"Calculations of quantum oscillations in cuprate superconductors
  considering the pseudogap",1.2183324802375697e-231,0.23529411280276827,0.0,0.23529411280276827,0.13754360455586231
"DNA Molecular Storage System: Transferring Digitally Encoded Information
  through Bacterial Nanonetworks",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
Quantum Machine Learning and its Supremacy in High Energy Physics,Proceedings ML Family / OCaml Users and Developers workshops,9.412234823955334e-232,0.1052631529085875,0.0,0.1052631529085875,0.05992996822422368
"Flame/flow dynamics at the piston surface of an IC engine measured by
  high-speed PLIF and PTV","Flame interactions in a stratified swirl burner: flame stabilization,
  combustion instabilities and beating oscillations",8.164587463486296e-232,0.06666666168888927,0.0,0.06666666168888927,0.10401609088497986
Limits in dagger categories,Frobenius structures over Hilbert C*-modules,0.0,0.0,0.0,0.0,0.0
Definable operators on stable set lattices,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"OrthoSeg: A Deep Multimodal Convolutional Neural Network for Semantic
  Segmentation of Orthoimagery",Deep Multimodal Subspace Clustering Networks,2.0685210321540116e-155,0.23529411349480975,0.13333332942222234,0.23529411349480975,0.15973937686327605
A Short and Elementary Proof of the Two-sidedness of the Matrix-Inverse,Computing nearest stable matrix pairs,0.0,0.0,0.0,0.0,0.06056186021915365
"Sampling Theorems for Shift-invariant Spaces, Gabor Frames, and Totally
  Positive Functions","Sharp results on sampling with derivatives in shift-invariant spaces and
  multi-window Gabor frames",1.1409851298103347e-231,0.16666666170138905,0.0,0.08333332836805586,0.3568305651342666
"Radix-2 Self-Recursive Sparse Factorizations of Delay Vandermonde
  Matrices for Wideband Multi-Beam Antenna Arrays","Efficient and Self-Recursive Delay Vandermonde Algorithm for Multi-Beam
  Antenna Arrays",3.739120513288037e-78,0.6086956472589792,0.2857142808163266,0.6086956472589792,0.5101490193104813
A first integrability result for Miquel dynamics,Miquel dynamics for circle patterns,6.222676699505816e-155,0.499999995138889,0.1999999952000001,0.33333332847222225,0.38087260847594373
"Adaptive Radar Detection of Dim Moving Targets in Presence of Range
  Migration",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
The Lindeberg theorem for Gibbs-Markov dynamics,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
Local Policy Optimization for Trajectory-Centric Reinforcement Learning,Stable Policy Optimization via Off-Policy Divergence Regularization,6.968148412761692e-155,0.2857142807142858,0.16666666166666683,0.2857142807142858,0.20898368919644475
"Teaching Telecommunication Standards - Bridging the Gap Between Theory
  and Practice",Proceedings ML Family / OCaml Users and Developers workshops,8.422437779564611e-232,0.09999999505000023,0.0,0.09999999505000023,0.05992996822422368
"Convergence and Optimization Results for a History-dependent Variational
  Problem",Proceedings ML Family / OCaml Users and Developers workshops,1.0518351895246305e-231,0.11111110611111134,0.0,0.11111110611111134,0.06335481222196541
"Multiphysics Simulation of Plasmonic Photoconductive Devices using
  Discontinuous Galerkin Methods",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
Diffuse supernova neutrino background,New neutrino physics and the altered shapes of solar neutrino spectra,1.0003688322288243e-231,0.14285713877551035,0.0,0.14285713877551035,0.1628470775447053
"The short wavelength instrument for the polarization explorer
  balloon-borne experiment: Polarization modulation issues",The evolution of polarization in the legislative branch of government,9.988500430528834e-232,0.2727272678925621,0.0,0.18181817698347122,0.23863606053916475
A methodology to Evaluate the Usability of Security APIs,"Why Johnny Can't Store Passwords Securely? A Usability Evaluation of
  Bouncycastle Password Hashing",1.2627076138080564e-231,0.2727272678925621,0.0,0.2727272678925621,0.11521554337793123
"How reproducible are methods to measure the dynamic viscoelastic
  properties of poroelastic media?","Estimating the material parameters of an inhomogeneous poroelastic plate
  from ultrasonic measurements in water",1.2395288183339461e-231,0.22222221722908106,0.0,0.22222221722908106,0.1264732309017752
"Optimization of salt concentration and Explanation of Two Peak
  Percolation in Blend Solid Polymer Nanocomposite Films",Proceedings ML Family / OCaml Users and Developers workshops,4.832402486973384e-232,0.08333332864583361,0.0,0.08333332864583361,0.04416233594259862
A Novel Receiver Design with Joint Coherent and Non-Coherent Processing,Identification via the Broadcast Channel,0.0,0.0,0.0,0.0,0.0
"An experimental study of the detailed flame transport in a SI engine
  using simultaneous dual-plane OH-LIF and stereoscopic PIV","Flame interactions in a stratified swirl burner: flame stabilization,
  combustion instabilities and beating oscillations",4.0185020520165815e-155,0.24242423753902673,0.06451612416233128,0.18181817693296617,0.13562718095901227
"The Electron-Phonon Interaction of Low-Dimensional and Multi-Dimensional
  Materials from He Atom Scattering","Explicit Asymptotics for Signed Binomial Sums and Applications to
  Carnevale-Voll Conjecture",9.134374972545899e-232,0.08695651674858251,0.0,0.08695651674858251,0.03673406111884344
Physical models from noncommutative causality,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
Spin Angular Momentum of Proton Spin Puzzle in Complex Octonion Spaces,"Precessional angular velocity and field strength in the complex octonion
  space",1.0003688322288243e-231,0.09523809024943337,0.0,0.09523809024943337,0.20300559411092822
Bounding Transient Moments of Stochastic Chemical Reactions,"A Derivation of Moment Evolution Equations for Linear Open Quantum
  Systems",1.0003688322288243e-231,0.11111110635802489,0.0,0.11111110635802489,0.06437099366532754
"A Hybrid Deep Learning Architecture for Privacy-Preserving Mobile
  Analytics","A Quantum-based Database Query Scheme for Privacy Preservation in Cloud
  Environment",1.1896457329133973e-231,0.1999999950500001,0.0,0.1999999950500001,0.11304078416613478
"Overview: A Hierarchical Framework for Plan Generation and Execution in
  Multi-Robot Systems",Proceedings ML Family / OCaml Users and Developers workshops,7.536728468577135e-232,0.09523809034013632,0.0,0.09523809034013632,0.05447305548474798
Optimal control of a Vlasov-Poisson plasma by fixed magnetic field coils,"Exploration of the magnetic-field-induced
  $5s5p$~$^3P_0$~-~$5s^2$~$^1S_0$ forbidden transition in bosonic Sr atom",1.0003688322288243e-231,0.09090908590909119,0.0,0.09090908590909119,0.12918950296458392
Improving Crime Count Forecasts Using Twitter and Taxi Data,"Next Hit Predictor - Self-exciting Risk Modeling for Predicting Next
  Locations of Serial Crimes",0.0,0.0,0.0,0.0,0.0
"Nonuniform sampling and approximation in Sobolev space from the
  perturbation of framelet system",Proceedings ML Family / OCaml Users and Developers workshops,6.744160953836975e-232,0.09090908607438043,0.0,0.09090908607438043,0.052249853500008124
"Combining Radon transform and Electrical Capacitance Tomography for a
  $2d+1$ imaging device",Proceedings ML Family / OCaml Users and Developers workshops,7.536728468577135e-232,0.09523809034013632,0.0,0.09523809034013632,0.05700655341923561
"Chatbot Based Solution for Supporting Software Incident Management
  Process",A Chatbot for Information Security,6.510101141652543e-232,0.285714281122449,0.0,0.285714281122449,0.20608363501393823
"Proceedings Eighth and Ninth International Workshop on Trends in
  Functional Programming in Education","Proceedings Seventh International Workshop on Trends in Functional
  Programming in Education",0.6728850678464081,0.8181818132231407,0.7272727223140496,0.8181818132231407,0.7581559064446654
"Evaluation of bipartite entanglement between two optical multi-mode
  systems using mode translation symmetry","On the dynamics of two photons interacting with a two-qubit coherent
  feedback network}",1.1409851298103347e-231,0.15384614884615402,0.0,0.15384614884615402,0.11072816621749135
"Globally-convergent Iteratively Reweighted Least Squares for Robust
  Regression Problems","Fast, Provably convergent IRLS Algorithm for p-norm Linear Regression",1.2508498911928379e-231,0.22222221722222232,0.0,0.22222221722222232,0.18976728433844914
"Seminar and Training Programs Recommender System for Faculty Members of
  Higher Education Institution","PRESENT: An Android-Based Class Attendance Monitoring System Using Face
  Recognition Technology",8.34060433022243e-232,0.08333332836805586,0.0,0.08333332836805586,0.04220166890638128
"Control Frequency Adaptation via Action Persistence in Batch
  Reinforcement Learning",Generalized Persistence Diagrams,1.342376123197744e-232,0.15384615029585808,0.0,0.15384615029585808,0.10371551133313006
"Certifiably Globally Optimal Extrinsic Calibration from Per-Sensor
  Egomotion","Graduated Non-Convexity for Robust Spatial Perception: From Non-Minimal
  Solvers to Global Outlier Rejection",0.0,0.0,0.0,0.0,0.04272349923506946
"EDIMA: Early Detection of IoT Malware Network Activity Using Machine
  Learning Techniques","D\""IoT: A Federated Self-learning Anomaly Detection System for IoT",8.962731118674859e-232,0.19047618557823143,0.0,0.19047618557823143,0.22023109895174467
Variational approach to time-dependent fluorescence of a driven qubit,Dynamics of a qubit-oscillator system with periodically varying coupling,6.08970970641905e-155,0.22222221722222232,0.1249999950000002,0.22222221722222232,0.12636373966504366
"Effect of right-handed currents and dark side of the solar neutrino
  parameter space to Neutrinoless Double Beta Decay",Probing Majorana neutrinos with double-$\beta$ decay,0.0,0.0,0.0,0.0,0.14633077402417757
Securing Bring-Your-Own-Device (BYOD) Programming Exams,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Reference study of CityGML software support: the GeoBIM benchmark 2019
  -- Part II",CityJSON: a compact and easy-to-use encoding of the CityGML data model,1.0976852611324293e-231,0.24999999503472223,0.0,0.16666666170138905,0.14438355527738672
Emergence of Persistent Infection due to Heterogeneity,"Dynamical behaviour of SIR model with coinfection: the case of finite
  carrying capacity",9.594503055152632e-232,0.10526315324099744,0.0,0.10526315324099744,0.10998569993173557
Refined Estimates Concerning Sumsets Contained in the Roots of Unity,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"A Tale of Two Desolvation Potentials: An Investigation of Protein
  Behavior Under High Hydrostatic Pressure",Energy-based models for atomic-resolution protein conformations,0.0,0.0,0.0,0.0,0.04692402084245644
"An Empirical Study on Quality of Android Applications written in Kotlin
  language","Mapping System Level Behaviors with Android APIs via System Call
  Dependence Graphs",9.788429383461836e-232,0.08695651674858251,0.0,0.08695651674858251,0.04060932576976729
Fast Mesh Refinement in Pseudospectral Optimal Control,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Direct Measurement of the Cosmic-Ray Carbon and Oxygen Spectra from 10
  GeV$/n$ to 2.2 TeV$/n$ with the Calorimetric Electron Telescope on the
  International Space Station",Proceedings ML Family / OCaml Users and Developers workshops,1.777741526423257e-232,0.06249999595703151,0.0,0.06249999595703151,0.033454470139932135
Online Tool Condition Monitoring Based on Parsimonious Ensemble+,Evolving Ensemble Fuzzy Classifier,0.0,0.0,0.0,0.0,0.09867961797986957
Heterogeneous Susceptibilities in Social Influence Models,Network Autocorrelation Models with Egocentric Data,1.1640469867513693e-231,0.16666666166666683,0.0,0.16666666166666683,0.09193998174078082
Low-rank Kernel Learning for Graph-based Clustering,Class Mean Vector Component and Discriminant Analysis,0.0,0.0,0.0,0.0,0.0
Optimal identification of non-Markovian environments for spin chains,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
Variational Inference: A Review for Statisticians,Fast and Scalable Bayesian Deep Learning by Weight-Perturbation in Adam,0.0,0.0,0.0,0.0,0.0
"Enhanced Security of Symmetric Encryption Using Combination of
  Steganography with Visual Cryptography","A New Steganographic Technique Matching the Secret Message and Cover
  image Binary Value",0.0,0.0,0.0,0.0,0.0
"Early Detection of Cancerous Tissues in Human Breast utilizing Near
  field Microwave Holography","Breast biomecanical modeling for compression optimization in digital
  breast tomosynthesis",9.025629002083406e-232,0.17391303856332718,0.0,0.08695651682419688,0.1419352908621453
"Quantifying quantumness of correlations using Gaussian R\'enyi-2 entropy
  in optomechanical interfaces",Entangling two microwave modes via optomechanics,0.0,0.0,0.0,0.0,0.0
$K_{4}$-Minor-Free Induced Subgraphs of Sparse Connected Graphs,Planar graphs have bounded queue-number,0.0,0.0,0.0,0.0,0.07397129483465995
"Optimal-Dimensionality Sampling on the Sphere: Improvements and
  Variations",Proceedings ML Family / OCaml Users and Developers workshops,1.0518351895246305e-231,0.11764705384083066,0.0,0.11764705384083066,0.06335481222196541
Trading Cointegrated Assets with Price Impact,Sparse Portfolio selection via Bayesian Multiple testing,0.0,0.0,0.0,0.0,0.0
The excluded minors for isometric realizability in the plane,"Infinitely many excluded minors for frame matroids and for
  lifted-graphic matroids",3.4077295621678842e-78,0.3333333283333334,0.22222221728395072,0.3333333283333334,0.1817748307140205
"Emerging from Water: Underwater Image Color Correction Based on Weakly
  Supervised Color Transfer",An Underwater Image Enhancement Benchmark Dataset and Beyond,3.4709523904299764e-155,0.1999999952000001,0.10526315324099744,0.1999999952000001,0.1021400742864553
"Progress on the Electromagnetic Calorimeter Trigger Simulation at the
  Belle II Experiment",The Belle II experiment: fundamental physics at the flavor frontier,6.668454445645829e-155,0.3809523759637189,0.1999999950500001,0.1904761854875285,0.45026814465562653
Quality Assurance on Un-Doped CsI Crystals for the Mu2e Experiment,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Detecting Replay Attacks Using Multi-Channel Audio: A Neural
  Network-Based Method",When to use parametric models in reinforcement learning?,0.0,0.0,0.0,0.0,0.0
"Garbage In, Garbage Out? Do Machine Learning Application Papers in
  Social Computing Report Where Human-Labeled Training Data Comes From?",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
Fine-Grained Analysis of Propaganda in News Articles,"Findings of the NLP4IF-2019 Shared Task on Fine-Grained Propaganda
  Detection",1.3483065280626046e-231,0.3529411716262976,0.0,0.23529411280276827,0.2605556710562624
Combined State and Parameter Estimation in Level-Set Methods,"Ensemble-based kernel learning for a class of data assimilation problems
  with imperfect forward simulators",0.0,0.0,0.0,0.0,0.0
"Octapod-shaped CdSe nanocrystals hosting Pt with high-mass activity for
  the hydrogen evolution reaction",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Attention-Based Neural Networks for Chroma Intra Prediction in Video
  Coding",Image and Video Compression with Neural Networks: A Review,1.1193096620723278e-231,0.21052631080332423,0.0,0.1052631529085875,0.19280132317038096
A Distributed Trust Framework for Privacy-Preserving Machine Learning,"FADL:Federated-Autonomous Deep Learning for Distributed Electronic
  Health Record",1.4256605770826504e-231,0.37499999500000003,0.0,0.1249999950000002,0.2038037084651848
"A Single Sensor Based Multispectral Imaging Camera using a Narrow
  Spectral Band Colour Mosaic Integrated on the Monochrome CMOS Image Sensor",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Mean Exit Time and Escape Probability for the Stochastic Logistic Growth
  Model with Multiplicative {\alpha}-Stable L\'evy Noise",Proceedings ML Family / OCaml Users and Developers workshops,4.324223740015325e-232,0.07692307239644997,0.0,0.07692307239644997,0.04416233594259863
An Alternative Proof of Steinhaus Theorem,Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
"Proceedings 7th International Workshop on Theorem proving components for
  Educational software","Proceedings 6th International Workshop on Theorem proving components for
  Educational software",0.8070557274927981,0.9090909040909091,0.7999999950000002,0.9090909040909091,0.8350499057520979
"An efficient algorithm of solution for the flow of generalized Newtonian
  fluid in channels of simple geometries",Proceedings ML Family / OCaml Users and Developers workshops,0.0,0.0,0.0,0.0,0.0
